Customer_ID,Age,Income,Customer_Years,Web_Visits,Web_Purchases,Store_Purchases,Catalog_Purchases,Wine_Spending,Fruit_Spending,Meat_Spending,Fish_Spending,Sweet_Spending,Gold_Spending,Children,Teenagers,Campaign_1,Campaign_2,Campaign_3,Campaign_4,Campaign_5,Pages_Viewed,Time_On_Website,Discount_Purchases,Complaints,Satisfaction,Loyalty_Points,Email_Opens,Email_Clicks,Mobile_Sessions,Returns,Delivery_Rating,Gender,Education,Marital_Status,Total_Spending,Total_Purchases,Total_Family_Members,Total_Campaign_Acceptance,Digital_Engagement,Average_Spending_Per_Purchase,Customer_Value_Score,Discount_Rate,Cluster,Persona
10025,52,67539.10944963277,8,7,7,4,3,56.63166994515347,26.87805929961214,259.0479217660727,44.69767726120274,92.8414522250735,5.611128275331045,2,1,0,0,0,0,0,7,4.451808719579276,3,1,7.9695879109099685,301.59145383707687,13,4,4,2,5.0,Male,Postgraduate,Divorced,485.7079087724456,14,4,0,35,32.380527251496375,4371.37117895201,0.2,1,Loyal Regular Customers
10026,31,52992.81254890513,13,4,7,5,1,64.43129103187458,54.37488235668634,98.43260878427012,13.453006192244352,42.89717295923174,87.08268079810986,1,0,0,0,0,0,0,11,3.933828235933415,2,0,5.653218582111103,0.0,12,4,18,0,4.2954610286838815,Male,High School,Married,360.671642122417,13,2,0,49,25.762260151601215,5049.402989713838,0.14285714285714285,1,Loyal Regular Customers
10027,41,37771.000916326564,5,4,3,5,4,132.08868893711127,55.119196613834546,96.86003477944217,38.89095291965278,6.205443190642504,16.462877584125714,1,0,0,0,0,0,0,13,8.616674909205988,0,1,8.80366218384445,583.6644063254685,7,5,10,2,3.959545683639011,Male,PhD,Single,345.62719402480894,12,2,0,39,26.58670723267761,2073.763164148854,0.0,1,Loyal Regular Customers
10028,63,40211.595153022405,13,12,3,4,0,102.81864060041936,37.794268461243774,174.69084516696375,85.36346998282485,12.524916942412629,71.98230702043669,3,0,0,0,0,0,0,12,10.39660839863984,0,0,7.541925988638816,462.39035896605674,8,0,4,2,2.328224064375913,Female,Postgraduate,Married,485.17444817430106,7,4,0,36,60.64680602178763,6792.4422744402145,0.0,0,VIP High-Value Customers
10029,44,69679.7872513252,12,8,4,12,5,130.71359310421096,34.68726948853651,84.33306959791824,37.60618106538768,30.171336681974413,184.73073008014552,2,1,0,0,0,0,0,9,4.029771572221638,4,1,8.821646469610014,0.0,2,2,16,1,4.3994920062813945,Male,High School,Married,502.2421800181733,21,4,0,37,22.82919000082606,6529.148340236253,0.18181818181818182,1,Loyal Regular Customers
10030,68,35543.19273788291,13,9,5,9,1,62.694528372061,96.5998902446826,400.83330772084105,45.92016986081015,23.28796934465947,18.729261023321882,3,0,0,0,0,1,0,15,11.467712772333446,3,1,10.0,639.8491728738127,10,3,11,0,2.714660072002844,Female,Postgraduate,Married,648.0651265663761,15,4,1,48,40.504070410398505,9072.911771929264,0.1875,0,VIP High-Value Customers
10031,46,85148.9596958786,1,8,2,15,4,132.20024875733301,29.88225767275083,177.60500452538903,61.24440933331925,84.22950589278932,50.921355655973166,3,1,1,0,0,0,0,8,4.546427103216818,0,0,6.56104115181238,612.0963473555973,16,4,8,2,3.714643044628549,Male,Postgraduate,Married,536.0827818375545,21,5,1,44,24.367399174434297,1072.165563675109,0.0,1,Loyal Regular Customers
10032,61,47572.8128825685,13,4,4,7,2,247.78724255669022,56.760393329405936,88.16515738951377,9.874061981491245,31.329217736331877,37.37064977952949,1,1,0,1,1,1,0,14,5.8639569389874415,3,0,7.653042417430811,375.9284914281301,11,2,11,0,3.6776029202928355,Male,High School,Divorced,471.28672277296255,13,3,3,42,33.6633373409259,6598.014118821476,0.21428571428571427,1,Loyal Regular Customers
10033,47,71091.8847054251,10,5,7,4,1,190.62657282188164,14.5720789012892,346.88129319035585,13.970624890644562,20.296487467107877,116.16068882711271,3,0,0,0,0,0,0,12,11.073332987588024,3,0,6.1670240362717745,207.91341590048887,10,2,9,0,5.0,Female,Graduate,Married,702.5077460983919,12,4,0,38,54.03905739218399,7727.58520708231,0.23076923076923078,0,VIP High-Value Customers
10034,35,48652.57276746658,7,5,5,3,5,43.5875952404577,34.06425127752894,29.37538364666112,69.27740885537725,72.1340999835879,25.798943625881655,2,1,0,0,0,0,0,19,6.552277519068602,3,0,6.689351419237288,494.3199983387388,16,3,10,1,4.197889398217837,Female,High School,Single,274.23768262949454,13,4,0,53,19.588405902106754,2193.9014610359563,0.21428571428571427,1,Loyal Regular Customers
10035,34,43525.65516006543,12,7,6,15,3,295.81840655500633,57.02709554417068,178.31715784635435,32.043636481219835,33.027581273575265,40.77870677217687,1,0,0,0,1,0,0,13,7.570478983812588,1,0,6.837941823569701,1188.2640183237104,8,3,6,2,3.2166192525013324,Female,Graduate,Married,637.0125844725032,24,2,1,37,25.48050337890013,8281.163598142542,0.04,1,Loyal Regular Customers
10036,66,64429.86628122328,10,6,4,10,2,57.94388084039515,16.362510537672314,149.1528385847779,42.49857777121828,1.701724002829517,15.823931691443148,1,0,0,0,0,0,0,4,9.18674375268954,3,0,7.06661283122569,442.16921852238573,10,4,11,0,3.147162949614909,Male,High School,Married,283.4834634283363,16,2,0,35,16.675497848725662,3118.318097711699,0.17647058823529413,1,Loyal Regular Customers
10037,70,78932.1024062862,5,12,9,7,2,65.1637264300035,31.25675722893601,63.94116529773073,46.80523293703037,26.348540349007177,33.61400163922255,3,0,0,0,0,0,0,14,11.577989957174164,1,0,7.362100202320984,343.4895658897417,4,2,15,1,4.252297182744984,Male,Graduate,Single,267.1294238819304,18,4,0,47,14.059443362206864,1602.7765432915824,0.05263157894736842,1,Loyal Regular Customers
10038,63,55547.380484518115,8,11,2,7,7,210.45352720730946,33.306954893198515,363.6795988393562,33.80861320265279,48.176646073980855,17.1852776303123,0,2,0,0,0,0,0,10,7.735310861075997,1,0,9.158924826031352,391.0056082882572,7,5,12,0,4.656153922504538,Female,Postgraduate,Married,706.6106178468101,16,3,0,45,41.56533046157706,6359.495560621291,0.058823529411764705,0,VIP High-Value Customers
10039,22,58821.40763236572,9,6,6,5,4,134.77868874102376,17.231650418097516,116.76581536131394,150.9190717831761,20.959980903999128,59.30609679497804,3,1,0,0,1,0,0,14,8.330366229964865,0,1,5.950673666990434,141.0295907372127,7,5,10,1,3.935768906095195,Male,Graduate,Married,499.9613040025884,15,5,1,42,31.247581500161775,4999.613040025884,0.0,1,Loyal Regular Customers
10040,56,74533.51249949042,11,2,4,4,2,112.19914631564369,19.657942576652133,107.40758176182877,98.7194282700901,50.79486639055481,136.45537624578816,2,2,0,1,0,0,0,8,7.490033385337757,3,2,7.385263590980132,816.9142948822067,5,3,10,0,3.828793224344882,Male,Graduate,Single,525.2343415605576,10,5,1,28,47.748576505505234,6302.812098726691,0.2727272727272727,0,VIP High-Value Customers
10041,70,75129.49050452802,14,6,3,6,0,98.10128602025104,14.230181015734086,249.28047086883586,23.161256792007382,65.63263545500698,53.21174766090472,0,2,0,0,0,0,0,12,3.821599420020722,0,1,8.510163992948446,237.20381356123755,6,3,8,0,4.021576945099872,Male,High School,Single,503.61757781274014,9,3,0,35,50.361757781274015,7554.263667191102,0.0,0,VIP High-Value Customers
10042,26,59307.14903964466,7,5,6,9,2,100.84605582751284,4.075643340365936,173.89550137755097,31.170375785411697,53.655901313112665,88.68663670680154,2,1,0,0,0,1,0,13,11.853367578102919,1,0,9.333648442967679,140.55422833555485,12,3,13,1,4.865840118799242,Female,High School,Single,452.33011435075565,17,4,1,46,25.1294507972642,3618.640914806045,0.05555555555555555,1,Loyal Regular Customers
10043,40,52017.3619352648,14,5,7,8,1,103.27922819809322,14.858879422284758,90.11589019573346,83.54254121795655,36.071442440196996,20.38455521530847,1,1,0,0,0,0,0,7,1.0,1,0,5.538191121500992,362.944241918538,10,3,14,1,4.3511372552906975,Female,High School,Married,348.2525366895735,16,3,0,39,20.485443334680795,5223.788050343603,0.058823529411764705,1,Loyal Regular Customers
10044,28,61487.80727001057,13,8,8,5,2,167.5219403695885,37.56196439558528,115.87524237408681,81.06981182800364,35.863222361559025,16.567621350441915,2,0,0,0,0,0,0,10,8.9070960039235,4,0,8.49912843640924,861.3251580393145,7,1,11,1,4.001959602994588,Female,Graduate,Divorced,454.45980267926524,15,3,0,37,28.403737667454077,6362.437237509714,0.25,0,VIP High-Value Customers
10045,58,56563.593155009825,15,10,9,12,3,179.75499977854213,20.318003975093127,336.6924705194467,17.702422166978145,19.8458808705513,67.64416863019949,2,2,0,0,1,0,0,11,11.440967137252738,1,3,6.414197544774161,690.5440775896345,7,3,12,0,3.506364769940331,Male,Graduate,Divorced,641.957945940811,24,5,1,43,25.678317837632438,10271.327135052976,0.04,1,Loyal Regular Customers
10046,37,65633.53473270334,7,5,5,5,3,102.77727178358467,31.491054197149964,138.5819892048943,19.077654404806005,16.899771919880415,103.08229301557292,2,1,0,0,0,0,0,11,11.897807265600314,0,1,8.016125242744351,426.77712336232736,12,3,14,0,4.59729928675141,Male,High School,Married,411.9100345258883,13,4,0,45,29.422145323277736,3295.2802762071065,0.0,1,Loyal Regular Customers
10047,23,38503.13231677645,1,7,4,6,3,266.6164345659769,34.958251313671,449.0823542149851,41.46446753430449,48.45604595246928,30.390211607736738,3,0,0,0,0,1,1,7,5.51016374427362,4,0,7.407035088976818,384.69522216274794,9,4,10,3,4.469018013039931,Female,Graduate,Single,856.2110599076855,13,4,2,37,62.21198322779596,1741.935530378287,0.2857142857142857,0,VIP High-Value Customers
10048,44,64989.26842845744,15,7,3,7,4,133.46651965691052,27.85802142594262,83.30664286843654,105.67075730644446,22.753281872853904,37.9820469269165,3,1,0,0,0,0,0,17,9.196712539966958,2,1,7.789605435481423,347.71537142635316,7,0,10,0,4.870705058609428,Male,Postgraduate,Married,411.03727005750454,14,5,0,41,27.402484670500304,6576.596320920073,0.13333333333333333,1,Loyal Regular Customers
10049,33,47070.538508926526,4,6,7,6,1,147.135593764989,56.4112569038267,127.25460709358185,22.949403876897122,17.686000496039146,7.348559878201999,2,1,0,1,0,0,0,8,5.396974563989575,1,1,8.260259372379974,351.6484664785294,2,1,13,1,4.645224110946317,Female,High School,Single,378.7854220135358,14,4,1,30,25.252361467569056,1893.9271100676792,0.06666666666666667,1,Loyal Regular Customers
10050,69,76305.97700682905,2,9,4,11,4,234.12240467538425,118.93911344679425,100.69537721389136,73.45596785190799,28.077621752441463,99.77490996694563,3,0,0,1,0,0,0,9,5.937169780182753,3,0,6.217128475512565,430.0909644150358,8,4,12,0,4.304515788308986,Female,Graduate,Single,655.065394907365,19,4,1,42,32.75326974536825,1965.196184722095,0.15,1,Loyal Regular Customers
10051,28,47895.57871133072,2,7,8,6,4,78.69040818056409,15.006495936969541,238.18429912351874,25.40051118870653,29.633819911518593,32.409789643344574,1,1,1,0,0,0,0,8,11.428561226749226,4,0,8.003758229998226,744.5497413098886,5,3,10,1,4.159398481818614,Female,Graduate,Married,419.3253239846221,18,3,1,33,22.06975389392748,1257.9759719538663,0.21052631578947367,1,Loyal Regular Customers
10052,45,48208.02419056322,2,5,8,4,2,169.52140869216254,64.4888355559997,461.3218123422298,44.18085636001639,38.79957770245868,56.63049453957936,1,0,1,0,0,0,1,8,8.234198294931288,4,1,8.5491391632565,289.38205594795545,9,4,13,0,3.474408536903061,Male,Graduate,Single,834.9429851924465,14,2,2,39,55.662865679496434,2504.8289555773395,0.26666666666666666,0,VIP High-Value Customers
10053,21,68017.17883941132,4,8,1,8,4,71.14244138486274,17.310445478246248,166.61858059317547,95.93407172159863,11.056246831260037,41.29747133843109,0,2,0,0,0,0,0,8,8.783259126287621,1,0,6.865017336710852,1002.1968090608198,8,1,11,0,4.275734968609253,Female,High School,Single,403.35925734757416,13,3,0,36,28.811375524826726,2016.7962867378708,0.07142857142857142,1,Loyal Regular Customers
10054,39,59642.99767046553,14,6,5,8,6,65.61356431934014,43.18573146136878,184.85380982750075,11.283829544814633,27.936738357531624,122.42303850501605,3,0,0,0,0,0,0,20,10.571088831631407,2,0,5.9341960159516765,783.9543356722297,4,1,14,1,3.6492465999793877,Male,PhD,Married,455.296712015572,19,4,0,45,22.7648356007786,6829.45068023358,0.1,1,Loyal Regular Customers
10055,47,100979.72927517907,1,3,4,2,6,280.4316762426995,10.549063365901079,123.17328000041061,47.25085275900112,23.887183481955358,11.887934852302028,3,1,0,0,0,1,0,14,11.20646371893044,1,1,4.672412834244321,1042.8150724117656,3,1,8,1,2.8983245826862736,Female,Graduate,Married,497.17999070226966,12,5,1,29,38.24461466940536,994.3599814045393,0.07692307692307693,1,Loyal Regular Customers
10056,66,30672.553010023457,15,3,3,6,2,324.6461294103117,40.889434766020415,59.74610925539818,14.775327432944522,50.48799588521443,68.36277857771404,2,2,0,0,0,0,0,9,7.456765290957959,1,0,7.119707721273246,83.35030194479157,4,2,8,1,5.0,Male,Graduate,Single,558.9077753276033,11,5,0,26,46.57564794396694,8942.524405241653,0.08333333333333333,0,VIP High-Value Customers
10057,26,61977.3530451854,4,11,2,4,2,146.47269568881458,24.12254875448601,139.1665535331321,160.8993509706265,55.81956035495534,41.12490216515898,0,2,0,1,1,0,0,10,3.008276958977712,2,0,9.268505051333749,498.7109214113636,6,2,6,1,3.3463774462610036,Female,Graduate,Married,567.6056114671736,8,3,2,35,63.067290163019294,2838.028057335868,0.2222222222222222,0,VIP High-Value Customers
10058,63,80333.69072950268,2,11,8,8,0,87.94482516399434,23.6376618471918,208.4932552463324,34.52438447625258,33.17156989987044,67.87175585318298,1,0,1,0,0,0,0,9,7.112518323770049,0,0,6.9026988426744875,582.8977952807753,8,1,12,0,3.432666565136926,Male,Graduate,Single,455.6434524868246,16,2,1,41,26.80255602863674,1366.9303574604737,0.0,1,Loyal Regular Customers
10059,27,49590.34938730858,5,8,8,2,3,164.62558071085084,37.49160927569439,112.10223659605718,88.67093160632835,41.91709216927463,24.055801087909135,1,0,0,0,0,0,0,13,9.855269489967302,1,1,7.761171396726512,512.7795629095169,7,3,11,0,4.108513375519829,Male,Graduate,Single,468.8632514461145,13,2,0,42,33.49023224615103,2813.179508676687,0.07142857142857142,1,Loyal Regular Customers
10060,66,43609.958794682156,3,7,3,2,1,128.57321375451252,13.575976499831242,64.43158463734989,10.217149550046145,30.022516416890063,36.51493226354132,2,0,0,0,1,1,1,12,3.3048710096579486,3,0,7.886557868971025,701.4931685384342,6,2,13,1,4.137778738098554,Female,Postgraduate,Married,283.3353731221712,6,3,3,40,40.47648187459588,1133.3414924886847,0.42857142857142855,1,Loyal Regular Customers
10061,54,44324.43634236608,15,7,4,7,5,196.8280373519878,13.49267716624623,21.607329223166587,104.91538044285672,70.85717394714933,5.769602885768115,3,2,0,0,0,0,0,13,6.520165109921108,5,0,9.646894745265229,643.9586511505318,4,1,13,2,4.132787846217092,Male,High School,Single,413.47020101717476,16,6,0,38,24.321776530422046,6615.523216274796,0.29411764705882354,1,Loyal Regular Customers
10062,33,30984.69876629848,12,7,12,2,5,126.49584525430744,24.906228905618676,375.27322229598315,80.1716082256163,69.77550111826747,18.022470973662983,2,0,0,0,0,0,0,13,6.773351269782481,0,0,4.3765593424013955,237.9303961573694,4,1,7,0,3.7144571097201684,Male,Graduate,Single,694.644876773456,19,3,0,32,34.7322438386728,9030.383398054928,0.0,0,VIP High-Value Customers
10063,36,84294.68329159252,8,9,3,9,3,127.29183798974276,63.343900053692806,122.11391811736559,117.85792127848835,16.471249034779053,10.715310116997749,0,1,0,1,0,0,0,12,8.710077741729544,2,3,8.91523109318194,326.7917609727324,6,3,3,1,4.35799854385634,Male,Graduate,Married,457.79413659106626,15,2,1,33,28.61213353694164,4120.147229319597,0.125,1,Loyal Regular Customers
10064,55,54066.88784748465,4,5,3,6,2,66.61148892374933,25.421613520389513,203.08641401647387,88.77116135294415,8.428400980306888,69.58848265878737,1,2,0,0,0,0,0,12,6.083775642951597,3,1,7.531328652355052,476.42622266658987,7,5,10,2,4.800400520750081,Male,Graduate,Married,461.9075614526511,11,4,0,39,38.492296787720925,2309.5378072632557,0.25,1,Loyal Regular Customers
10065,69,51935.51148359585,1,4,4,4,3,92.28793665877102,120.53522319314348,289.11141254965963,25.099542034320017,53.465743902626286,80.36217180249527,0,0,0,0,0,0,0,11,8.133326622557323,1,0,8.889340600324854,113.58646037800139,4,1,8,3,3.385513961569833,Male,Graduate,Married,660.8620301410157,11,1,0,28,55.07183584508464,1321.7240602820314,0.08333333333333333,0,VIP High-Value Customers
10066,59,21766.23466205687,1,7,3,11,4,111.09645556588471,143.474261752917,323.4219266549821,6.755080990115812,10.70494970563666,29.75269498296192,1,2,0,0,0,0,0,10,4.554571535637282,1,0,8.620075710035154,407.09735065196145,6,2,11,1,3.157659682484589,Male,Graduate,Married,625.2053696524981,18,4,0,36,32.90554577118411,1250.4107393049962,0.05263157894736842,1,Loyal Regular Customers
10067,23,34193.24569568607,12,8,4,2,2,170.10862829772486,31.018475863133187,110.1360586585686,40.14437384186023,74.2495262888239,96.84059681349653,1,1,0,0,0,0,0,10,9.432466519425509,2,0,6.672157323301355,617.4197119545339,7,1,9,0,2.4858065154980573,Male,Postgraduate,Single,522.4976597636073,8,3,0,35,58.0552955292897,6792.469576926895,0.2222222222222222,0,VIP High-Value Customers
10068,21,86377.0155993437,10,8,6,4,3,83.4532694224974,94.25649944453916,198.06164999637693,34.8589135520027,10.747335963638227,68.38087176031846,0,1,0,1,0,0,0,9,9.279486387614277,3,0,9.694152518069961,498.7109214113636,8,3,9,0,3.700773241536952,Male,High School,Single,489.75854013937294,13,2,1,37,34.982752867098064,5387.343941533102,0.21428571428571427,0,VIP High-Value Customers
